name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
Xie Fang,"School of Mathematics and Statistics, Wuhan University, Wuhan, Hubei 430072, PR China,Department of Economics, Boston College, Chestnut Hill, MA 02467, United States of America","Received 14 January 2020, Revised 9 April 2020, Accepted 10 May 2020, Available online 23 May 2020, Version of Record 25 May 2020.",https://doi.org/10.1016/j.spl.2020.108816,Cited by (4),"We prove the consistency of the ==== penalized NBR produces a more concise but more accurate model, comparing to the classical NBR.",None,Consistency of ,https://www.sciencedirect.com/science/article/pii/S016771522030119X,23 May 2020,2020,Research Article,611.0
"Li Siran,Zheng Xunjie","Department of Mathematics, MS-136 Rice University, P.O. Box 1892, Houston, TX 77251, United States,Department of Economics, MS-22 Kraft Hall, Rice University, Room 406/408, 6100 Main St., Houston, TX 77005, United States","Received 12 February 2020, Revised 5 April 2020, Accepted 11 May 2020, Available online 21 May 2020, Version of Record 25 May 2020.",https://doi.org/10.1016/j.spl.2020.108814,Cited by (1),"Kotlarski (1967) establishes a fundamental result on identification of marginal distributions of independent random variables ====, ====, and ==== from the joint distribution of random variables ====, where ====. We extend this result to the case ====, where ==== and ==== are identically distributed, and ====, ====, ====, and ==== are different weights. As an outgrowth of the proof, we also present a complete solution to a generalized version of Cauchy functional equation.",None,A generalization of Lemma 1 in Kotlarski (1967),https://www.sciencedirect.com/science/article/pii/S0167715220301176,21 May 2020,2020,Research Article,612.0
"Chen Xiaolin,Zhang Yahui,Liu Yi,Chen Xiaojing","School of Statistics, Qufu Normal University, Qufu, 273165, China,School of Mathematical Sciences, Ocean University of China, Qingdao, 266100, China","Received 11 May 2019, Revised 8 October 2019, Accepted 11 May 2020, Available online 20 May 2020, Version of Record 21 May 2020.",https://doi.org/10.1016/j.spl.2020.108815,Cited by (4),"In this article, we propose model-free marginal and conditional feature screening approaches for ultra-high dimensional competing risks data. The suggested procedures possess ranking consistency and sure screening properties. Their finite-sample performances are verified through ====.",None,Model-free feature screening for ultra-high dimensional competing risks data,https://www.sciencedirect.com/science/article/pii/S0167715220301188,20 May 2020,2020,Research Article,613.0
"Guerrero Victor M.,Solis-Lemus Claudia","Department of Statistics, Instituto Tecnológico Autónomo de México (ITAM), Mexico City, Mexico,Wisconsin Institute for Discovery and Department of Plant Pathology at the University of Wisconsin-Madison, Madison, WI, USA","Received 21 January 2020, Revised 23 April 2020, Accepted 27 April 2020, Available online 19 May 2020, Version of Record 20 May 2020.",https://doi.org/10.1016/j.spl.2020.108806,Cited by (0),A new measure of dispersion is presented here that generalizes entropy for positive data. It is intrinsically linked to a measure of central tendency and is determined by the data through a power transformation that best symmetrizes the observations.,None,A generalized measure of dispersion,https://www.sciencedirect.com/science/article/pii/S0167715220301097,19 May 2020,2020,Research Article,614.0
"Kraus David,Stefanucci Marco","Department of Mathematics and Statistics, Masaryk University, Kotlářská 2, 611 37 Brno, Czech Republic,Department of Statistics, University of Padua, Via Cesare Battisti 241, 351 21 Padua, Italy","Received 10 December 2019, Revised 25 March 2020, Accepted 11 May 2020, Available online 19 May 2020, Version of Record 25 May 2020.",https://doi.org/10.1016/j.spl.2020.108813,Cited by (2),"When functional data are observed on parts of the domain, it is of interest to recover the missing parts of curves. Kraus (2015) proposed a linear reconstruction method based on ridge ",None,Ridge reconstruction of partially observed functional data is asymptotically optimal,https://www.sciencedirect.com/science/article/pii/S0167715220301164,19 May 2020,2020,Research Article,615.0
"Kovač Vjekoslav,Stipčić Mario","Department of Mathematics, Faculty of Science, University of Zagreb, Bijenička cesta 30, 10000 Zagreb, Croatia","Received 7 March 2020, Revised 8 May 2020, Accepted 11 May 2020, Available online 19 May 2020, Version of Record 22 May 2020.",https://doi.org/10.1016/j.spl.2020.108826,Cited by (2),-norms and leave its a.s.convergence as an open problem. This problem shares some similarities with a well-known unresolved conjecture on a.s.convergence of double ergodic averages with respect to two commuting transformations.,None,Convergence of ergodic–martingale paraproducts,https://www.sciencedirect.com/science/article/pii/S0167715220301292,19 May 2020,2020,Research Article,616.0
"Kremer D.,Scheffler H.-P.","Department Mathematik, Universität Siegen, 57068 Siegen, Germany","Received 17 January 2020, Accepted 27 April 2020, Available online 19 May 2020, Version of Record 22 May 2020.",https://doi.org/10.1016/j.spl.2020.108805,Cited by (0),"Independently scattered random measures are usually defined and constructed under the additional condition of being infinitely divisible, a rather strong condition. A more natural condition is the assumption that the random measure has no atoms, that is being atomless. We show that atomless random measures on ====-rings are necessarily infinitely divisible, so infinite divisibility is in fact a quite natural condition.",None,About atomless random measures on ,https://www.sciencedirect.com/science/article/pii/S0167715220301085,19 May 2020,2020,Research Article,617.0
"Li Chen,Li Xiaohu","School of Science, Tianjin University of Commerce, Tianjin 300134, China,Department of Mathematical Sciences, Stevens Institute of Technology, Hoboken, NJ 07030, USA","Received 8 December 2018, Revised 9 May 2020, Accepted 11 May 2020, Available online 19 May 2020, Version of Record 23 May 2020.",https://doi.org/10.1016/j.spl.2020.108828,Cited by (1),"This paper develops sufficient conditions for the preservation of WSAI, RWSAI and LWSAI under increasing transformations on the coordinates, respectively. Applications of the preservation in the asset allocation problem are presented as well.",None,Preservation of weak SAI’s under increasing transformations with applications,https://www.sciencedirect.com/science/article/pii/S0167715220301310,19 May 2020,2020,Research Article,618.0
"Catania Leopoldo,Luati Alessandra","Aarhus BSS, Denmark,CREATES, Denmark,University of Bologna, Italy","Received 27 March 2020, Accepted 11 May 2020, Available online 19 May 2020, Version of Record 22 May 2020.",https://doi.org/10.1016/j.spl.2020.108812,Cited by (1),We study the properties of an M-estimator arising from the minimization of an integrated version of the ==== loss function. The estimator depends on a tuning parameter which controls the degree of robustness. We show that the ==== and the sample mean are obtained as limit cases. Consistency and ,None,Robust estimation of a location parameter with the integrated Hogg function,https://www.sciencedirect.com/science/article/pii/S0167715220301152,19 May 2020,2020,Research Article,619.0
"Xiang Kainan,Zou Lang","School of Mathematics and Computational Science, Xiangtan University, Xiangtan City 411105, Hunan Province, PR China","Received 21 October 2019, Revised 10 May 2020, Accepted 11 May 2020, Available online 19 May 2020, Version of Record 25 May 2020.",https://doi.org/10.1016/j.spl.2020.108827,Cited by (2),"Considering ==== as a countable infinite group and ====, and calling ==== a generating measure of ==== Here, we prove that for some probability ==== group ==== admits a long-range percolation phase transition in which the corresponding percolation threshold ==== is finite. Consequently, the group invariant ",None,Every countable infinite group admits a long range percolation with a phase transition,https://www.sciencedirect.com/science/article/pii/S0167715220301309,19 May 2020,2020,Research Article,620.0
Arya Sakshi,"School of Statistics, University of Minnesota, Ford Hall, Church St SE, Minneapolis, MN, United States","Received 12 January 2019, Revised 2 September 2019, Accepted 10 May 2020, Available online 15 May 2020, Version of Record 19 May 2020.",https://doi.org/10.1016/j.spl.2020.108818,Cited by (12),"We study a multi-armed bandit problem with ==== in a setting where there is a possible delay in observing the rewards. Under some reasonable assumptions on the probability distributions for the delays and using an appropriate randomization to select the arms, the proposed strategy is shown to be strongly consistent.",None,Randomized allocation with nonparametric estimation for contextual multi-armed bandits with delayed rewards,https://www.sciencedirect.com/science/article/pii/S0167715220301218,15 May 2020,2020,Research Article,621.0
"He Lidan,Liu Qiang,Liu Zhi","Department of Mathematics, University of Macau, Macau,Department of Mathematics, National University of Singapore, Singapore","Received 18 November 2019, Revised 16 March 2020, Accepted 5 May 2020, Available online 15 May 2020, Version of Record 16 May 2020.",https://doi.org/10.1016/j.spl.2020.108809,Cited by (0),We develop ,None,Edgeworth corrections for spot volatility estimator,https://www.sciencedirect.com/science/article/pii/S0167715220301127,15 May 2020,2020,Research Article,622.0
Estala-Arias Samuel,"División de Investigación y Posgrado de la Facultad de Ingeniería, Universidad Autónoma de Querétaro, Cerro de las Campanas S/N, Querétaro Qro., C.P. 76010, México","Received 15 February 2020, Revised 25 April 2020, Accepted 5 May 2020, Available online 12 May 2020, Version of Record 20 May 2020.",https://doi.org/10.1016/j.spl.2020.108811,Cited by (0),"-adic line, allows us to state an ====-adic numbers, and the ring of finite adèles of the rational numbers.",None,Pseudodifferential operators and Markov processes on certain totally disconnected groups,https://www.sciencedirect.com/science/article/pii/S0167715220301140,12 May 2020,2020,Research Article,623.0
"Hong Wei,Li Shihu,Liu Wei","School of Mathematics and Statistics, Jiangsu Normal University, Xuzhou 221116, China","Received 2 March 2020, Revised 23 April 2020, Accepted 5 May 2020, Available online 12 May 2020, Version of Record 19 May 2020.",https://doi.org/10.1016/j.spl.2020.108810,Cited by (6),The asymptotic log-Harnack inequality is established for SPDE with degenerate ,None,Asymptotic log-Harnack inequality and applications for SPDE with degenerate multiplicative noise,https://www.sciencedirect.com/science/article/pii/S0167715220301139,12 May 2020,2020,Research Article,624.0
"Zou Na,Gou Tingxun,Qin Hong","School of Statistics and Mathematics, Zhongnan University of Economics and Law, Wuhan, China,School of Mathematics, Northwest University, Xi’an, China,School of Mathematics and Statistics, Central China Normal University, Wuhan, China,Department of Statistics, Visva-Bharati University, Santiniketan, India","Received 19 November 2019, Revised 8 April 2020, Accepted 12 April 2020, Available online 11 May 2020, Version of Record 20 May 2020.",https://doi.org/10.1016/j.spl.2020.108795,Cited by (0)," are popularly used in different fields of experimentations, which allow experimenters to study large number of potentially relevant factors with relatively small number of experimental units but suffer from the fact that some of the effects are aliased with some others. In order to overcome these drawbacks, the foldover technique is widely used to de-alias factor effects. This article aims at using the mirror image reflection to augment a given design, to improve its properties in terms of the uniformity criterion measured by Lee discrepancy.",None,Generalized foldover method for high-level designs,https://www.sciencedirect.com/science/article/pii/S0167715220300985,11 May 2020,2020,Research Article,625.0
"Roy Angshuman,Ghosh Anil K.","Applied Statistics Unit, Indian Statistical Institute, 203 B.T. Road, Kolkata 700108, India,Theoretical Statistics and Mathematics Unit, Indian Statistical Institute, 203 B.T. Road, Kolkata 700108, India","Received 15 July 2019, Revised 2 April 2020, Accepted 11 April 2020, Available online 11 May 2020, Version of Record 20 May 2020.",https://doi.org/10.1016/j.spl.2020.108793,Cited by (2),We use the ideas of maximum mean discrepancy and ranks of nearest neighbors to propose some tests of independence among multiple random vectors of arbitrary dimensions. ==== demonstrate that proposed tests can outperform the existing tests in various examples.,None,Some tests of independence based on maximum mean discrepancy and ranks of nearest neighbors,https://www.sciencedirect.com/science/article/pii/S0167715220300961,11 May 2020,2020,Research Article,626.0
"Kerger Phillip,Kobayashi Kei","Department of Applied Mathematics and Statistics, Johns Hopkins University, 3400 North Charles St, Baltimore, MD 21218, USA,Department of Mathematics, Fordham University, 113 W 60th St, New York, NY 10023, USA","Received 23 October 2019, Revised 29 February 2020, Accepted 2 May 2020, Available online 8 May 2020, Version of Record 20 May 2020.",https://doi.org/10.1016/j.spl.2020.108808,Cited by (0),"Stable subordinators, and more general subordinators possessing power law probability tails, have been widely used in the context of subdiffusions, where particles get trapped or immobile in a number of time periods, called constant periods. The lengths of the constant periods follow a one-sided distribution which involves a parameter between 0 and 1 and whose first moment does not exist. This paper constructs an estimator for the parameter, applying the method of moments to the number of observed constant periods in a ====. The resulting estimator is asymptotically unbiased and consistent, and it is well-suited for situations where multiple observations of the same subdiffusion process are available. We present supporting numerical examples and an application to market price data for a low-volume stock.",None,Parameter estimation for one-sided heavy-tailed distributions,https://www.sciencedirect.com/science/article/pii/S0167715220301115,8 May 2020,2020,Research Article,627.0
"Xiong Zikang,Liu Liwei,Ning Jianhui,Qin Hong","School of Mathematics and Statistics, Central China Normal University, Wuhan, China,Zhongnan University of Economics and Law, Wuhan, China","Received 9 February 2020, Revised 2 April 2020, Accepted 2 May 2020, Available online 7 May 2020, Version of Record 16 May 2020.",https://doi.org/10.1016/j.spl.2020.108807,Cited by (1),"Rotated sphere packing design is constructed by scaling, rotating and translating the ==== is well. An additional searching method is also suggested to further improve the design.","In many application areas, products are formed by mixing several components, ====, and the properties of the products depend on the proportion of each component in the mixture. The experimental region of a mixture experiment forms a simplex, which can be expressed as: ====Manufacturer or experimenter always wants to find an optimal formula with finite number of experiments. There are many classical designs such as the simplex-lattice design, simplex-centroid design, axial design, Scheffé design and D-optimal designs, whose details can be found in ==== and references therein. Many papers (====, ====) point out that classical designs position the points at the periphery of the experimental space and are potentially ill-adapted to deal with irregularities inside the space.====Space-filling design is proposed to explore the whole experimental space by uniformly distributing points within it. ==== into ====. Unfortunately, the inverse transformation method cannot guarantee the uniformity of the design with mixtures. To alleviate this problem, ==== and ==== proposed the ==== (CCD) and ==== for measuring the uniformity of designs with mixtures, respectively. However, the calculation of CCD and DM==== are both time-consuming, the search process of the optimal design guided by them is very slow and can be easily trapped in local optimum (====).====There are many types of clustering-based designs proposed in recent decades. ==== and ==== respectively proposed ==== and ==== to obtain optimal design ==== by searching for a set of points minimizing the following integrated squared-error criterion: ====where ==== is the set of all possible designs with ==== points in ==== and ==== means the nearest design point to ====. To solve this problem, both of them used method like K-means clustering with Lloyd’s algorithm, but the sample to approximate ==== and initial design are generated by Monte Carlo in ==== while Quasi-Monte Carlo in ==== proposed the ====.====Methods based on clustering or switching algorithms are sensitive to the choices of initial designs and usually converge to locally optimal results. ==== proposed a new class of space-filling designs called rotated sphere packing designs in unit hypercube ==== with direct and simple constructing method, and such designs are excellent in maximin distance criterion, low in discrepancy, good in projective uniformity. In this paper, we extend this idea to simplex ==== with distance preserving transformation (====).====The rest of this paper is arranged as follows. Section ==== gives some fundamental notations and mathematical results about lattices. The construction algorithms and some theoretical results for sphere packing designs on simplex are presented in Section ====. In Section ====, three numerical examples are provided. Some conclusions and discussion are described in the last section. Proofs are given in the appendix. R code to generate the proposed designs is provided in supplementary materials.",Sphere packing design for experiments with mixtures,https://www.sciencedirect.com/science/article/pii/S0167715220301103,7 May 2020,2020,Research Article,628.0
"Wang Feng,Wu Xian-Yuan,Zhu Rui","School of Mathematical Sciences, Capital Normal University, Beijing, 100048, China","Received 22 November 2017, Revised 14 April 2020, Accepted 16 April 2020, Available online 30 April 2020, Version of Record 18 May 2020.",https://doi.org/10.1016/j.spl.2020.108798,Cited by (1),"We consider the last passage percolation on the complete graph. Let ==== be the complete graph on vertex set ====, and i.i.d. sequence ==== be the passage times of edges. Denote by ==== the largest passage time among all self-avoiding paths from 1 to ====. First, it is proved that ==== converges to constant ====, where ==== is called the ==== and coincides with the ==== of ====. Second, when ====, lower and upper bounds for ==== are given, in particular, for a large class of passage times with light tails, a weak ==== for ==== is obtained. Finally, when ==== decays as fast as ====.",None,Last passage percolation on the complete graph,https://www.sciencedirect.com/science/article/pii/S0167715220301012,30 April 2020,2020,Research Article,629.0
Bickel David R.,"Ottawa Institute of Systems Biology, University of Ottawa, 451 Smyth Road, Ottawa, Ontario, K1H 8M5, Canada,Department of Biochemistry, Microbiology, and Immunology, University of Ottawa, 451 Smyth Road, Ottawa, Ontario, K1H 8M5, Canada,Department of Mathematics and Statistics, University of Ottawa, 451 Smyth Road, Ottawa, Ontario, K1H 8M5, Canada","Received 15 January 2018, Accepted 19 April 2020, Available online 30 April 2020, Version of Record 15 May 2020.",https://doi.org/10.1016/j.spl.2020.108802,Cited by (2),A ,None,Departing from Bayesian inference toward minimaxity to the extent that the posterior distribution is unreliable,https://www.sciencedirect.com/science/article/pii/S016771522030105X,30 April 2020,2020,Research Article,630.0
"Baumdicker F.,Hölker U.","Department of Mathematical Stochastics, University of Freiburg, 79104, Freiburg Germany","Received 1 October 2019, Revised 8 April 2020, Accepted 19 April 2020, Available online 29 April 2020, Version of Record 15 May 2020.",https://doi.org/10.1016/j.spl.2020.108801,Cited by (0),"Passing–Bablok regression relies on the slopes of the connecting lines between pairwise measurements. We introduce the Block–Passing–Bablok regression for grouped data, where repeated measurements with errors in both variables are available.",None,Method comparison with repeated measurements — Passing–Bablok regression for grouped data with errors in both variables,https://www.sciencedirect.com/science/article/pii/S0167715220301048,29 April 2020,2020,Research Article,631.0
"Luo Wenya,Bai Zhidong,Zheng Shurong,Hui Yongchang","KLAS MOE and School of Mathematics and Statistics, Northeast Normal University, China,School of Mathematics and Statistics, Xi’an Jiaotong University, China","Received 16 November 2019, Revised 15 February 2020, Accepted 11 April 2020, Available online 29 April 2020, Version of Record 14 May 2020.",https://doi.org/10.1016/j.spl.2020.108794,Cited by (2)," is as large as ====. In this study, we propose a modified BDS test (MBDS test) by removing some terms from the correlation integral, which is the foundation of the BDS test. Theoretical calculations and simulation results show that the MBDS test efficiently corrects the bias of the BDS test.",None,A modified BDS test,https://www.sciencedirect.com/science/article/pii/S0167715220300973,29 April 2020,2020,Research Article,632.0
"Yu Lin,Yu Xiao","School of Science, China Three Gorges University, Yichang, 443002, China,Three Gorges Mathematical Research Center, China Three Gorges University, Yichang, 443002, China,System Design Institute of Hubei Aerospace Technology Academy, Wuhan, 430040, China","Received 14 May 2019, Revised 19 April 2020, Accepted 21 April 2020, Available online 28 April 2020, Version of Record 15 May 2020.",https://doi.org/10.1016/j.spl.2020.108804,Cited by (0),", ==== and ====, respectively. As applications, a sufficient condition for sublinear operators on martingale weak Hardy–Morrey spaces to be bounded is given. In particular, some classical martingale inequalities, including Burkholder’s inequality, are extended to the case of the weak Morrey space quasi-norms.",None,Mixed atomic decomposition of martingale weak Hardy–Morrey spaces,https://www.sciencedirect.com/science/article/pii/S0167715220301073,28 April 2020,2020,Research Article,633.0
Okamura Kazuki,"School of General Education, Shinshu University, 3-1-1, Asahi, Matsumoto, Nagano, 390-8621, Japan","Received 25 March 2020, Accepted 13 April 2020, Available online 25 April 2020, Version of Record 28 April 2020.",https://doi.org/10.1016/j.spl.2020.108797,Cited by (3),"We give an equivalence-singularity criterion for infinite products of Cauchy measures under simultaneous shifts of the location and scale parameters. Our result is an extension of Lie and Sullivan’s result giving an equivalence-singularity criterion under dilations of scale parameters. Our proof utilizes McCullagh’s parametrization of the Cauchy distributions and maximal invariant, and a closed-form formula of the Kullback–Leibler divergence between two Cauchy measures given by Chyzak and Nielsen.",None,An equivalence criterion for infinite products of Cauchy measures,https://www.sciencedirect.com/science/article/pii/S0167715220301000,25 April 2020,2020,Research Article,634.0
Marchand Éric,"Université de Sherbrooke, Département de mathématiques, Sherbrooke Qc, Canada J1K 2R1,Rutgers University, Department of Statistics, 501 Hill Center, Busch Campus, Piscataway, NJ, 08855, USA","Received 5 June 2019, Revised 24 February 2020, Accepted 17 April 2020, Available online 24 April 2020, Version of Record 28 April 2020.",https://doi.org/10.1016/j.spl.2020.108799,Cited by (1),"For ====, ====, ====, ====, we show that the distribution of ==== is not stochastically ordered in ",None,On the non-stochastic ordering of some quadratic forms,https://www.sciencedirect.com/science/article/pii/S0167715220301024,24 April 2020,2020,Research Article,635.0
"Yin Xiuwei,Shen Guangjun,Zhang Jinhong","Department of Statistics, Anhui Normal University, Wuhu 241000, China","Received 28 December 2019, Revised 5 April 2020, Accepted 10 April 2020, Available online 24 April 2020, Version of Record 28 April 2020.",https://doi.org/10.1016/j.spl.2020.108790,Cited by (0),". Compared with the existing results, we only need to assume that the nonlinearity ==== satisfies a suitable ====. As an application, we also give the distribution properties of the solution of the equation.",None,Harnack inequalities for stochastic heat equation with locally unbounded drift,https://www.sciencedirect.com/science/article/pii/S0167715220300936,24 April 2020,2020,Research Article,636.0
"Gutierrez-Pavón Jonathan,Pacheco Carlos G.","Department of Mathematics, University of Costa Rica, San José, Costa Rica,Department of Mathematics, CINVESTAV, Mexico City, Mexico","Received 11 September 2019, Revised 7 April 2020, Accepted 10 April 2020, Available online 23 April 2020, Version of Record 29 April 2020.",https://doi.org/10.1016/j.spl.2020.108791,Cited by (2),We give explicitly the ==== of the local time of the Brox diffusion at first passage times. Such formula is used to find the moments and to relate the minima and maxima of the environment to the most and least visited points of the diffusion.,None,A density for the local time of the Brox diffusion,https://www.sciencedirect.com/science/article/pii/S0167715220300948,23 April 2020,2020,Research Article,637.0
"Nane Erkan,Nwaeze Eze R.,Omaba McSylvester Ejighikeme","Department of Mathematics and Statistics, Auburn University, Auburn, AL 36849, USA,Department of Mathematics and Computer Science, Alabama State University, Montgomery, AL 36101, USA,Department of Mathematics, College of Science, University of Hafr Al Batin, P. O Box 1803 Hafr Al Batin 31991, Saudi Arabia","Received 16 October 2019, Revised 10 April 2020, Accepted 11 April 2020, Available online 20 April 2020, Version of Record 28 April 2020.",https://doi.org/10.1016/j.spl.2020.108792,Cited by (8)," fixed, ==== with a non-random initial condition ==== assumed to be non-negative and bounded, ==== is a conformable time-fractional derivative, ==== is globally Lipschitz continuous, ==== and the noise level parameter ====. We also show that when the non-linear term ==== grows faster than linear, the energy of the solution blows-up at finite time for all ====.",None,Asymptotic behaviour of solution and non-existence of global solution to a class of conformable time-fractional stochastic equation,https://www.sciencedirect.com/science/article/pii/S016771522030095X,20 April 2020,2020,Research Article,638.0
"Yu Qian,Bajja Salwa","School of Statistics, East China Normal University, Shanghai, 200062, China,National School of Applied Sciences Marrakesh, Cadi Ayyad University, Marrakesh, Morocco","Received 2 December 2019, Revised 31 March 2020, Accepted 12 April 2020, Available online 20 April 2020, Version of Record 28 April 2020.",https://doi.org/10.1016/j.spl.2020.108796,Cited by (0),", where ==== is a Hölder continuous process with order ==== and ====.",None,Volatility estimation of general Gaussian Ornstein–Uhlenbeck process,https://www.sciencedirect.com/science/article/pii/S0167715220300997,20 April 2020,2020,Research Article,639.0
"Chakraborty Saptarshi,Paul Debolina,Das Swagatam","Indian Statistical Institute, Kolkata, India,Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata, India","Received 7 August 2019, Revised 1 April 2020, Accepted 4 April 2020, Available online 18 April 2020, Version of Record 30 April 2020.",https://doi.org/10.1016/j.spl.2020.108781,Cited by (23), algorithm using the OT based distance measures and analyzes the performance of the proposed algorithm on standard datasets with respect to the existing and popular hierarchical clustering methods.,None,Hierarchical clustering with optimal transport,https://www.sciencedirect.com/science/article/pii/S0167715220300845,18 April 2020,2020,Research Article,640.0
"Feng Tingting,Wang Shaochen,Yang Guangyu","School of Mathematics and Statistics, Zhengzhou University, Zhengzhou, China,School of Mathematics, South China University of Technology, Guangzhou, China","Received 19 February 2020, Revised 28 March 2020, Accepted 5 April 2020, Available online 17 April 2020, Version of Record 22 April 2020.",https://doi.org/10.1016/j.spl.2020.108780,Cited by (1),"Recently, there is an increasing interest to study ",None,Large and moderate deviation principles for the Erdös–Kac theorem in function fields,https://www.sciencedirect.com/science/article/pii/S0167715220300833,17 April 2020,2020,Research Article,641.0
"Cheng Jing,Ai Mingyao","School of Science, Anhui Agricultural University, Hefei Anhui 230036, China,LMAM, School of Mathematical Sciences and Center for Statistical Science, Peking University, Beijing 100871, China","Received 18 June 2019, Revised 23 January 2020, Accepted 17 March 2020, Available online 15 April 2020, Version of Record 22 April 2020.",https://doi.org/10.1016/j.spl.2020.108769,Cited by (2),"-, ====- and ====-optimal.",None,Optimal designs for panel data linear regressions,https://www.sciencedirect.com/science/article/pii/S0167715220300729,15 April 2020,2020,Research Article,642.0
"Shah Imtiyaz A.,Barakat H.M.,Khan A.H.","Community Medicine (Bio Statistics) Sher-I-Kashmir Institute of Medical Sciences , Srinagar (J & K) 190011, India,Department of Mathematics, Faculty of Science, Zagazig University, Zagazig, Egypt,Department of Statistics and Operations Research, Aligarh Muslim University, Aligarh 202002, India","Received 10 July 2019, Revised 1 April 2020, Accepted 4 April 2020, Available online 14 April 2020, Version of Record 22 April 2020.",https://doi.org/10.1016/j.spl.2020.108782,Cited by (4),"Some distribution functions have been characterized based on two non-adjacent generalized and dual generalized order statistics. Moreover, we show that these characterization properties provide a beneficial strategy to predict future events, which are based on past or current events and on an arbitrary distribution function.",None,"Characterizations through generalized and dual generalized order statistics, with an application to statistical prediction problem",https://www.sciencedirect.com/science/article/pii/S0167715220300857,14 April 2020,2020,Research Article,643.0
"Cui Jing,Bi Nana","Department of Statistics, Anhui Normal University, South Huajin Rd., Wuhu 241003, PR China","Received 25 November 2019, Revised 15 March 2020, Accepted 24 March 2020, Available online 13 April 2020, Version of Record 5 May 2020.",https://doi.org/10.1016/j.spl.2020.108775,Cited by (8),"In this paper, we consider the stochastic periodic averaging principle for impulsive neutral stochastic ==== with non-Lipschitz coefficients. By using the theory of stochastic analysis and elementary inequalities, we show that the solutions of impulsive neutral stochastic functional differential equations converge to the solutions of the corresponding averaged neutral stochastic functional differential equations without impulses.",None,Averaging principle for neutral stochastic functional differential equations with impulses and non-Lipschitz coefficients,https://www.sciencedirect.com/science/article/pii/S016771522030078X,13 April 2020,2020,Research Article,644.0
Fakhfakh Raouf,"Mathematics Department, College of Science and Arts in Gurayat, Jouf University, Gurayat, Saudi Arabia,Laboratory of Probability and Statistics, Sfax University, Sfax, Tunisia","Received 27 August 2019, Revised 5 March 2020, Accepted 26 March 2020, Available online 9 April 2020, Version of Record 17 April 2020.",https://doi.org/10.1016/j.spl.2020.108777,Cited by (8),Suppose ==== is the pseudo-variance function of the Cauchy-Stieltjes Kernel (CSK) family ==== generated by a non degenerate probability measure ==== with support bounded from above. We determine the formula for pseudo-variance function (or variance function ,None,Variance function of boolean additive convolution,https://www.sciencedirect.com/science/article/pii/S0167715220300808,9 April 2020,2020,Research Article,645.0
"Liu Yan,Zhang Sanguo,Ma Shuangge,Zhang Qingzhao","School of Mathematical Sciences, University of Chinese Academy of Sciences, China,Key Laboratory of Big Data Mining and Knowledge Management, Chinese Academy of Sciences, China,Department of Biostatistics, Yale University, United States of America,School of Economics, Wang Yanan Institute for Studies in Economics, MOE Key lab of Economics and Fujian Key Lab of Statistics, Xiamen University, China","Received 17 October 2019, Revised 20 January 2020, Accepted 19 March 2020, Available online 9 April 2020, Version of Record 15 April 2020.",https://doi.org/10.1016/j.spl.2020.108772,Cited by (3), of the test statistics are established. Simulation studies demonstrate satisfactory finite-sample performance.,None,Tests for regression coefficients in high dimensional partially linear models,https://www.sciencedirect.com/science/article/pii/S0167715220300754,9 April 2020,2020,Research Article,646.0
Zhao Yunpeng,"School of Mathematical and Natural Sciences, Arizona State University, AZ, 85306, United States of America","Received 31 August 2019, Revised 27 March 2020, Accepted 27 March 2020, Available online 9 April 2020, Version of Record 14 April 2020.",https://doi.org/10.1016/j.spl.2020.108779,Cited by (6),"We prove a new Bernstein-type inequality for the log-likelihood function of Bernoulli variables. In contrast to classical Bernstein’s inequality and Hoeffding’s inequality when applied to this log-likelihood, the new bound is independent of the parameters of the Bernoulli variables and therefore does not blow up as the parameters approach 0 or 1. The new inequality strengthens certain theoretical results on likelihood-based methods for community detection in networks and can be applied to other likelihood-based methods for binary data.",None,A note on new Bernstein-type inequalities for the log-likelihood function of Bernoulli variables,https://www.sciencedirect.com/science/article/pii/S0167715220300821,9 April 2020,2020,Research Article,647.0
"Xiong Yafang,Xu Xiaoming","Institute of Finance and Statistics, School of Mathematical Sciences, Nanjing Normal University, Nanjing, 210023, China","Received 30 September 2019, Revised 4 March 2020, Accepted 12 March 2020, Available online 8 April 2020, Version of Record 17 April 2020.",https://doi.org/10.1016/j.spl.2020.108762,Cited by (0), and the anticipated term of ====. The existence of solutions to the equation as well as a comparison theorem is obtained.,None,Anticipated backward stochastic differential equations with left-Lipschitz coefficient,https://www.sciencedirect.com/science/article/pii/S0167715220300651,8 April 2020,2020,Research Article,648.0
"Akboudj Meryem,Jiao Yong,Osękowski Adam","Central South University, Changsha, 410075, China,University of Warsaw, Banacha 2, 02-097 Warsaw, Poland","Received 15 January 2020, Accepted 26 March 2020, Available online 6 April 2020, Version of Record 11 April 2020.",https://doi.org/10.1016/j.spl.2020.108778,Cited by (0),Let ==== be two real numbers. Suppose that ==== and ==== are two Hilbert-space-valued martingales satisfying ====The paper contains the proof of the sharp weak-type inequality ====where ==== is the weak-,None,Weak-,https://www.sciencedirect.com/science/article/pii/S016771522030081X,6 April 2020,2020,Research Article,649.0
